Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,id_cycle,type,ambient_temperature,time
4.189640889914263,-0.002660771292717249,4.533650359311468,0.0006,0.0,0.0,0.04808782735825877,87,discharge,4,2010.0
4.189766782198294,-0.0016355164164077562,4.579541670678762,0.0006,4.205,9.358999999999995,0.04808782735825877,87,discharge,4,2010.0
3.374794765549197,-4.02709431360029,4.851626898706611,3.996,1.435,22.342999999999996,0.04808782735825877,87,discharge,4,2010.0
3.205098928054553,-4.026665998229333,5.390471210645511,3.996,1.323,34.577999999999996,0.04808782735825877,87,discharge,4,2010.0
2.808640485797093,-4.026930992144744,5.978946910734966,3.996,1.081,46.781,0.04808782735825877,87,discharge,4,2010.0
2.0119825841456276,-3.927450587883633,6.856822344636031,3.996,0.493,58.983999999999995,0.04808782735825877,87,discharge,4,2010.0
1.750577605139322,-3.4175713691705303,8.067403104038657,3.596,0.069,71.203,0.04808782735825877,87,discharge,4,2010.0
3.8734320407734812,-0.0013817275919327584,9.198874579840496,0.0004,0.001,83.71799999999999,0.04808782735825877,87,discharge,4,2010.0
3.9813286811482116,-0.000754276849603335,9.56271233551478,0.0004,0.001,96.359,0.04808782735825877,87,discharge,4,2010.0
4.0222477059906465,0.0010647316852306916,9.652988520428657,0.0004,0.001,109.078,0.04808782735825877,87,discharge,4,2010.0
